INDICATIVO;NOMBRE;NOM_PROV;NOM_MUNI;ALTITUD;LATITUD;LONGITUD;C_X;C_Y;DATUM;IND_SYN;ALTA;BAJA
8416X;VALENCIA UPV;VALENCIA;VALÈNCIA;6;39,479722;-0,336944;729049;4373401;ETRS89;;01/03/2006;
8416Y;VALENCIA VIVEROS;VALENCIA;VALÈNCIA;11;39,480556;-0,366389;726514;4373419;ETRS89;08285;01/07/1994;
8420U;BETERA (B.HELICOPTEROS);VALENCIA;BÉTERA;128;39,623056;-0,471111;717061;4388979;ETRS89;;01/06/1982;
8439X;SEGORBE, MASIA HOYA;CASTELLON;SEGORBE;400;39,795556;-0,485278;715307;4408093;ETRS89;;01/07/2008;
8458X;CEDRILLAS, ANTENAS;TERUEL;CEDRILLAS;1380;40,430556;-0,849444;682420;4477768;ETRS89;;01/07/2009;
8472A;ARENOS-PANTANO;CASTELLON;MONTANEJOS;601;40,087778;-0,546944;709135;4440385;ETRS89;;01/06/2009;
8486X;MOSQUERUELA, DEPÓSITO;TERUEL;MOSQUERUELA;1515;40,362500;-0,454444;716146;4471104;ETRS89;;01/07/2009;
8489X;VILLAFRANCA;CASTELLON;VILLAFRANCA DEL CID/VILAFRANCA;1131;40,433333;-0,255833;732768;4479473;ETRS89;08241;01/01/2009;
8492X;ATZENETA DEL MAESTRAT;CASTELLON;ATZENETA DEL MAESTRAT;420;40,227222;-0,169722;740805;4456822;ETRS89;;01/07/2008;
8497B;ALCORA (LA LLOMA);CASTELLON;L'ALCORA;260;40,063889;-0,214167;737592;4438569;ETRS89;;01/04/1987;
8500A;CASTELLÓN-ALMASSORA;CASTELLON;ALMASSORA;43;39,957222;-0,071944;750113;4427117;ETRS89;08286;01/01/1976;
8503Y;TORREBLANCA AYUNTAMIENTO (C.AGRARIA LOCAL);CASTELLON;TORREBLANCA;35;40,211389;0,183611;770936;4456084;ETRS89;;01/03/2005;
8506A;AEROPUERTO COSTA DEL AZAHAR-CASTELLÓN;CASTELLON;VILANOVA D'ALCOLEA;338;40,214167;0,073611;761562;4456062;ETRS89;;01/01/2015;
8520X;LA POBLA DE BENIFASSÀ-FREDES ;CASTELLON;LA POBLA DE BENIFASSÀ;1168;40,693611;0,165278;767454;4509567;ETRS89;;01/06/2008;
8523X;VINAROZ;CASTELLON;VINARÒS;111;40,554167;0,429722;790407;4494924;ETRS89;08239;01/01/1991;30/04/2022
