INDICATIVO;NOMBRE;NOM_PROV;NOM_MUNI;ALTITUD;LATITUD;LONGITUD;C_X;C_Y;DATUM;IND_SYN;ALTA;BAJA
9321X;EJEA DE LOS CABALLEROS;ZARAGOZA;EJEA DE LOS CABALLEROS;321;42,121111;-1,139722;653774;4664899;ETRS89;;01/07/2009;
9336D;CASTEJÓN DE VALDEJASA, DEPÓSITO;ZARAGOZA;CASTEJÓN DE VALDEJASA;543;41,984167;-0,995833;666025;4649962;ETRS89;;01/02/2012;
9344C;ARCOS DE JALÓN-COEX;SORIA;ARCOS DE JALÓN;863;41,216389;-2,293056;559260;4563020;ETRS89;;01/07/2009;
9352A;ALMAZUL;SORIA;ALMAZUL;1000;41,574722;-2,140278;571673;4602917;ETRS89;;01/11/2009;
9374X;SANTA EULALIA DEL CAMPO;TERUEL;SANTA EULALIA;1000;40,566667;-1,320833;642145;4492010;ETRS89;;01/07/2009;
9377Y;EL PEDREGAL;GUADALAJARA;EL PEDREGAL;1185;40,778611;-1,568333;620809;4515168;ETRS89;;01/10/2009;
9381I;CALAMOCHA;TERUEL;CALAMOCHA;884;40,926111;-1,293333;643697;4531958;ETRS89;08233;01/08/1992;
9390;DAROCA;ZARAGOZA;DAROCA;779;41,114444;-1,410000;633492;4552680;ETRS89;08157;01/01/1909;
9394X;CALATAYUD, DEPÓSITO;ZARAGOZA;CALATAYUD;582;41,331111;-1,645278;613364;4576400;ETRS89;08156;01/04/1993;
9427X;LA ALMUNIA DE DOÑA GODINA;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;370;41,481111;-1,380833;635182;4593433;ETRS89;;01/07/2009;
9434;ZARAGOZA, AEROPUERTO;ZARAGOZA;ZARAGOZA;249;41,660556;-1,004167;666170;4614014;ETRS89;08160;01/01/1941;
9434P;ZARAGOZA, VALDESPARTERA;ZARAGOZA;ZARAGOZA;258;41,621111;-0,934722;672057;4609771;ETRS89;08159;01/10/2012;
9436X;FONFRÍA;TERUEL;FONFRÍA;1255;40,995278;-1,087500;660860;4539995;ETRS89;;01/03/2011;
9451F;PANTICOSA, PETROSOS;HUESCA;PANTICOSA;1850;42,704444;-0,275278;723156;4731596;ETRS89;08915;01/11/2019;
9453X;BIESCAS, EMBALSE DE BÚBAL;HUESCA;BIESCAS;1100;42,699167;-0,318889;719603;4730896;ETRS89;;01/03/2009;
9460X;SABIÑÁNIGO;HUESCA;SABIÑÁNIGO;775;42,512778;-0,355556;717246;4710102;ETRS89;;01/06/2004;
9491X;ALMUDÉVAR;HUESCA;ALMUDÉVAR;390;42,029444;-0,585833;699850;4655866;ETRS89;;01/07/2009;
9495Y;LECIÑENA;ZARAGOZA;LECIÑENA;405;41,796667;-0,617222;697969;4629946;ETRS89;;01/10/2009;
9501X;VALMADRID;ZARAGOZA;VALMADRID;535;41,443056;-0,885833;676614;4590100;ETRS89;;01/02/2011;
9510X;QUINTO;ZARAGOZA;QUINTO;205;41,429167;-0,503889;708568;4589409;ETRS89;;01/07/2009;
9513X;MUNIESA;TERUEL;MUNIESA;800;41,031111;-0,805556;684476;4544531;ETRS89;;01/07/2009;
9531Y;MONTALBÁN;TERUEL;MONTALBÁN;895;40,828611;-0,793056;686094;4522076;ETRS89;;01/07/2009;
9546B;HÍJAR, DEPÓSITO;TERUEL;HÍJAR;305;41,171944;-0,441944;714586;4561001;ETRS89;;01/07/2009;
9550C;ANDORRA, HORCALLANA;TERUEL;ANDORRA;762;40,974444;-0,407778;718105;4539158;ETRS89;;01/07/2009;
9561X;CASTELLOTE, DEPÓSITO;TERUEL;CASTELLOTE;755;40,798333;-0,315278;726488;4519841;ETRS89;;01/07/2009;
9562X;MORELLA-PASEO ALAMEDA;CASTELLON;MORELLA;990;40,621667;-0,101944;745135;4500800;ETRS89;;01/04/2016;
9569A;CALANDA;TERUEL;CALANDA;466;40,946667;-0,237778;732507;4536513;ETRS89;08166;01/04/1990;
9573X;ALCAÑIZ;TERUEL;ALCAÑIZ;334;41,058056;-0,141667;740193;4549140;ETRS89;08164;01/01/1990;
9574B;CASPE, PLANA DEL PILÓN;ZARAGOZA;CASPE;215;41,242500;-0,068611;745643;4569824;ETRS89;08165;01/06/2018;
9585;LA MOLINA;GIRONA;ALP;1699;42,332500;1,939444;906984;4698529;ETRS89;08117;01/04/1927;
9590;MARTINET;LLEIDA;LLES DE CERDANYA;1038;42,362222;1,693333;886519;4700678;ETRS89;;01/05/2009;
9590D;CAP DE REC;LLEIDA;LLES DE CERDANYA;1940;42,430278;1,667778;883998;4708121;ETRS89;08940;01/01/2017;
9619;LA SEU D'URGELL;LLEIDA;LA SEU D'URGELL;677;42,354722;1,463056;867595;4698822;ETRS89;08115;01/03/1911;
9632X;TUIXENT;LLEIDA;JOSA I TUIXÉN;1196;42,230278;1,569444;877102;4685466;ETRS89;;01/05/2009;
9638D;COLL DE NARGÓ;LLEIDA;COLL DE NARGÓ;609;42,154444;1,311944;856274;4675934;ETRS89;;01/05/2009;
9657X;ESTERRI D'ÀNEU;LLEIDA;ESTERRI D'ÀNEU;952;42,625000;1,126111;838375;4727435;ETRS89;;01/06/2005;
9677;PORT AINÉ, L'ORRI;LLEIDA;SORIGUERA;2410;42,410000;1,214722;846833;4703915;ETRS89;08938;01/03/1989;
9698U;TALARN;LLEIDA;TALARN;807;42,205278;0,865278;819106;4679808;ETRS89;08112;01/01/2002;
9707;LLIMIANA;LLEIDA;LLIMIANA;515;42,066944;0,907222;823274;4664603;ETRS89;;01/05/2009;
9718X;TORDERA - GRANYANELLA;LLEIDA;GRANYANELLA;463;41,681111;1,223056;851522;4622998;ETRS89;;01/01/2005;
9720X;TÀRREGA;LLEIDA;TÀRREGA;388;41,650556;1,149444;845557;4619306;ETRS89;08173;01/01/1997;30/09/2023
9724X;OS DE BALAGUER;LLEIDA;OS DE BALAGUER;520;41,873333;0,756111;811713;4642541;ETRS89;;01/08/2009;
9726E;LLORAC;TARRAGONA;LLORAC;657;41,557222;1,309444;859403;4609596;ETRS89;;01/04/2011;
9729X;MOLLERUSSA;LLEIDA;MOLLERUSSA;252;41,616944;0,866667;822171;4614476;ETRS89;;01/05/2009;
9744B;BARRUERA;LLEIDA;LA VALL DE BOÍ;1089;42,503333;0,798889;812144;4712663;ETRS89;;01/06/2009;
9751;SOPEIRA;HUESCA;SOPEIRA;760;42,318611;0,746944;808781;4691958;ETRS89;;01/01/2010;
9756X;BENABARRE;HUESCA;BENABARRE;765;42,112500;0,480000;787715;4668133;ETRS89;;01/07/2009;
9771C;LLEIDA;LLEIDA;LLEIDA;186;41,626111;0,598056;799744;4614524;ETRS89;08171;01/02/1983;
9784P;BIELSA;HUESCA;BIELSA;992;42,630000;0,224722;764425;4724773;ETRS89;08103;01/01/2006;
9808X;AÍNSA-SOBRARBE, LA SERRETA-DEPÓSITO;HUESCA;AÍNSA-SOBRARBE;610;42,421667;0,138056;758175;4701369;ETRS89;;01/07/2009;
9812M;PARADOR ORDESA-PARQUE NACIONAL ORDESA MONTEPERDIDO;HUESCA;TORLA-ORDESA;1206;42,655278;-0,099167;737768;4726617;ETRS89;;01/02/2023;
9814I;TORLA-ORDESA, EL CEBOLLAR;HUESCA;TORLA-ORDESA;1905;42,656111;-0,124444;735693;4726639;ETRS89;08919;01/11/2019;
9814X;TORLA-ORDESA,  DEPÓSITO;HUESCA;TORLA-ORDESA;1076;42,637500;-0,112222;736765;4724606;ETRS89;;01/05/2016;
9838B;BENASQUE;HUESCA;BENASQUE;1120;42,599444;0,520556;788827;4722348;ETRS89;;01/03/2011;
9839V;CERLER, COGULLA;HUESCA;BENASQUE;2374;42,555000;0,543056;790880;4717489;ETRS89;08923;01/11/2019;
9843A;SEIRA;HUESCA;SEIRA;825;42,476944;0,434167;782291;4708452;ETRS89;;01/07/2009;
9855E;CAPELLA, LAGUARRES;HUESCA;CAPELLA;600;42,201389;0,466111;786166;4677957;ETRS89;;01/06/2006;
9866C;BARBASTRO;HUESCA;BARBASTRO;305;42,021389;0,140556;760020;4656926;ETRS89;;01/07/2009;
9894Y;SARIÑENA, DEPÓSITO;HUESCA;SARIÑENA;300;41,799167;-0,160833;735882;4631377;ETRS89;;01/07/2009;
9898;HUESCA, AEROPUERTO;HUESCA;ALCALÁ DEL OBISPO;546;42,084444;-0,325556;721206;4662615;ETRS89;08094;01/03/1943;
9908X;LANAJA, DEPÓSITO;HUESCA;LANAJA;380;41,773889;-0,333056;721659;4628111;ETRS89;;01/04/2005;
9911X;BALLOBAR, DEPÓSITO;HUESCA;BALLOBAR;178;41,619444;0,187778;765588;4612437;ETRS89;;01/07/2009;
9918Y;TAMARITE DE LITERA, LA MELUSA;HUESCA;TAMARITE DE LITERA;218;41,780833;0,376944;780647;4630959;ETRS89;;01/07/2009;
9924X;FRAGA;HUESCA;FRAGA;170;41,524722;0,355556;779977;4602450;ETRS89;;01/07/2009;
9935X;VALDERROBRES;TERUEL;VALDERROBRES;483;40,873333;0,146389;765141;4529465;ETRS89;;01/03/2004;
9947X;MASSALUCA;TARRAGONA;LA POBLA DE MASSALUCA;370;41,177222;0,353333;781285;4563856;ETRS89;;01/08/2009;
9961X;CABACÉS;TARRAGONA;CABACÉS;363;41,249444;0,735278;812985;4573183;ETRS89;;01/07/2008;
9975X;RASQUERA;TARRAGONA;RASQUERA;112;41,005000;0,613611;803916;4545607;ETRS89;;01/04/2009;
9981A;TORTOSA;TARRAGONA;ROQUETES;50;40,820278;0,493333;794618;4524684;ETRS89;08238;01/01/1904;
9987P;SANT JAUME;TARRAGONA;SANT JAUME D'ENVEJA;1;40,699167;0,810000;821915;4512350;ETRS89;08240;01/01/1997;30/09/2023
9988B;CAP DE VAQUÈIRA;LLEIDA;NAUT ARAN;2467;42,691944;0,973889;825540;4734271;ETRS89;08936;01/01/2017;
9990X;ARTIES;LLEIDA;NAUT ARAN;1161;42,700278;0,876944;817555;4734827;ETRS89;08107;01/01/2002;
9994X;BOSSÒST-CENTRAL;LLEIDA;BOSSÒST;722;42,776111;0,689722;801849;4742561;ETRS89;;01/07/2009;
9995Y;VALCARLOS/LUZAIDE;NAVARRA;LUZAIDE/VALCARLOS;334;43,091111;-1,300833;638293;4772334;ETRS89;;01/07/2009;
9998X;BELLO;TERUEL;BELLO;1006;40,921389;-1,494444;626772;4531122;ETRS89;;01/07/2009;
