INDICATIVO;NOMBRE;NOM_PROV;NOM_MUNI;ALTITUD;LATITUD;LONGITUD;C_X;C_Y;DATUM;IND_SYN;ALTA;BAJA
3200;MADRID/GETAFE;MADRID;GETAFE;620;40,299444;-3,722222;438621;4461244;ETRS89;08224;01/01/1951;
3254Y;MORA DE TOLEDO;TOLEDO;MORA;717;39,686944;-3,780556;433068;4393303;ETRS89;;01/04/2003;
3260B;TOLEDO;TOLEDO;TOLEDO;513;39,884722;-4,045278;410625;4415486;ETRS89;08272;01/02/1982;
3266A;ALTO DE LOS LEONES;MADRID;GUADARRAMA;1532;40,706389;-4,141944;403535;4506792;ETRS89;08217;01/01/1997;
3268C;ALPEDRETE;MADRID;ALPEDRETE;924;40,659722;-4,017500;413987;4501482;ETRS89;;01/07/2009;
3298X;SAN PABLO DE LOS MONTES;TOLEDO;SAN PABLO DE LOS MONTES;917;39,546944;-4,350556;383957;4378346;ETRS89;08270;01/11/2006;
3319D;PUERTO DEL PICO;AVILA;VILLAREJO DEL VALLE;1285;40,339722;-5,012778;329039;4467409;ETRS89;;01/09/2009;
3337U;CEBREROS;AVILA;CEBREROS;850;40,467500;-4,455833;376580;4480666;ETRS89;;01/09/2009;
3338;ROBLEDO DE CHAVELA;MADRID;ROBLEDO DE CHAVELA;763;40,427778;-4,250000;393968;4475989;ETRS89;08212;01/01/1997;
3343Y;VALDEMORILLO;MADRID;VALDEMORILLO;884;40,496667;-4,061111;410083;4483426;ETRS89;;01/01/2009;
3365A;TALAVERA DE LA REINA;TOLEDO;TALAVERA DE LA REINA;372;39,958611;-4,863611;340822;4424827;ETRS89;08274;01/03/1912;
3386A;NAVALVILLAR DE IBOR;CACERES;NAVALVILLAR DE IBOR;923;39,591667;-5,384167;295270;4385155;ETRS89;;01/04/2008;
3391;SOTILLO DE LA ADRADA;AVILA;SOTILLO DE LA ADRADA;630;40,288611;-4,590833;364777;4461006;ETRS89;08208;01/03/1954;
3422D;CANDELEDA;AVILA;CANDELEDA;350;40,139167;-5,311389;303093;4445766;ETRS89;;01/07/2003;
3423I;MADRIGAL DE LA VERA;CACERES;MADRIGAL DE LA VERA;464;40,153889;-5,373333;297859;4447539;ETRS89;;01/04/2009;
3434X;NAVALMORAL DE LA MATA;CACERES;NAVALMORAL DE LA MATA;269;39,945833;-5,582500;279371;4424940;ETRS89;08254;01/09/2001;
3436D;GARGANTA LA OLLA;CACERES;GARGANTA LA OLLA;690;40,111111;-5,784722;262667;4443809;ETRS89;;01/04/2009;
3448X;SERRADILLA;CACERES;SERRADILLA;406;39,820833;-6,127500;232317;4412555;ETRS89;;01/01/2003;
3455X;JARAICEJO;CACERES;JARAICEJO;559;39,670000;-5,808333;259113;4394903;ETRS89;;01/01/2006;
3463X;TRUJILLO;CACERES;TRUJILLO;503;39,482500;-5,854167;254520;4374213;ETRS89;08263;01/02/2003;30/09/2019
3463Y;TRUJILLO;CACERES;TRUJILLO;523;39,464167;-5,874167;252735;4372233;ETRS89;08263;01/10/2019;
3469A;CÁCERES;CACERES;CÁCERES;394;39,471389;-6,338889;212776;4374415;ETRS89;08261;01/12/1982;
3475X;CAÑAVERAL;CACERES;CAÑAVERAL;373;39,790556;-6,376389;210883;4409969;ETRS89;;01/04/2008;
3494U;NUÑOMORAL;CACERES;NUÑOMORAL;470;40,408056;-6,239722;225088;4478092;ETRS89;;01/05/2008;
3503;GUIJO DE GRANADILLA;CACERES;GUIJO DE GRANADILLA;400;40,189444;-6,167500;230349;4453599;ETRS89;;01/07/1962;
3504X;HERVÁS;CACERES;HERVÁS;724;40,265000;-5,861111;256706;4461100;ETRS89;;01/04/2008;
3512X;MONTEHERMOSO;CACERES;MONTEHERMOSO;351;40,080833;-6,338889;215302;4442076;ETRS89;;01/04/2008;
3514B;TORNAVACAS;CACERES;TORNAVACAS;991;40,258611;-5,678333;272229;4459904;ETRS89;;01/04/2008;
3516X;PIORNAL;CACERES;PIORNAL;1260;40,120833;-5,832500;258628;4445017;ETRS89;;01/10/2003;
3519X;PLASENCIA;CACERES;PLASENCIA;415;40,043056;-6,085833;236738;4437101;ETRS89;08252;01/03/1999;
3526X;CORIA;CACERES;CORIA;313;40,003611;-6,557500;196315;4434225;ETRS89;08251;01/02/1989;
3531X;TORRECILLA DE LOS ANGELES;CACERES;TORRECILLA DE LOS ÁNGELES;459;40,255000;-6,411667;209839;4461649;ETRS89;;01/04/2008;
3536X;HOYOS ;CACERES;HOYOS;560;40,174722;-6,724444;182856;4453808;ETRS89;;01/04/2008;
3540X;ZARZA LA MAYOR;CACERES;ZARZA LA MAYOR;336;39,871389;-6,860000;169849;4420621;ETRS89;;01/04/2008;
3547X;VALVERDE DE FRESNO;CACERES;VALVERDE DEL FRESNO;450;40,207222;-6,896111;168393;4458045;ETRS89;;01/12/2005;
3562X;ALISEDA, LA UMBRÍA;CACERES;ALISEDA;321;39,427500;-6,736389;178371;4370887;ETRS89;;01/04/2008;
3565X;BROZAS ;CACERES;BROZAS;425;39,618056;-6,745000;178511;4392074;ETRS89;;01/12/2002;
3576X;VALENCIA DE ALCÁNTARA;CACERES;VALENCIA DE ALCÁNTARA;444;39,414722;-7,231111;135704;4371353;ETRS89;08260;01/08/1996;
