INDICATIVO;NOMBRE;NOM_PROV;NOM_MUNI;ALTITUD;LATITUD;LONGITUD;C_X;C_Y;DATUM;IND_SYN;ALTA;BAJA
4148;VISO DEL MARQUÉS;CIUDAD REAL;VISO DEL MARQUÉS;804;38,518056;-3,566667;450600;4263449;ETRS89;08345;01/01/1951;
4195E;ALCORNOQUERA, PARQUE NACIONAL CABAÑEROS;CIUDAD REAL;ALCOBA;651;39,320833;-4,395000;379750;4353309;ETRS89;;01/07/2023;
4210Y;ABENOJAR ;CIUDAD REAL;ABENÓJAR;718;38,898056;-4,291944;387966;4306257;ETRS89;;01/12/2006;
4220X;PUEBLA DE DON RODRIGO;CIUDAD REAL;PUEBLA DE DON RODRIGO;531;39,083611;-4,621944;359715;4327308;ETRS89;08271;01/11/2006;
4236Y;PUERTO REY;CACERES;ALÍA;689;39,450556;-5,026389;325643;4368738;ETRS89;;01/03/2009;
4244X;HERRERA DEL DUQUE;BADAJOZ;HERRERA DEL DUQUE;447;39,169444;-5,062222;321847;4337607;ETRS89;08264;01/01/2001;
4245X;GUADALUPE ;CACERES;GUADALUPE;660;39,455278;-5,333333;299243;4369901;ETRS89;;01/06/2003;
4260;PERALEDA DEL ZAUCEJO;BADAJOZ;PERALEDA DEL ZAUCEJO;542;38,479722;-5,577500;275167;4262193;ETRS89;;01/02/1926;
4263X;VALSEQUILLO;CORDOBA;VALSEQUILLO;575;38,409444;-5,350556;294767;4253863;ETRS89;;01/05/2008;
4267X;HINOJOSA DEL DUQUE-DEHESAS CORDOBESAS;CORDOBA;HINOJOSA DEL DUQUE;551;38,498611;-5,121111;315030;4263272;ETRS89;08335;01/03/2000;
4300Y;MINAS DE ALMADÉN;CIUDAD REAL;ALMADÉN;535;38,775278;-4,845278;339704;4293457;ETRS89;;01/01/2003;
4325X;CASTUERA-COOPERATIVA;BADAJOZ;CASTUERA;502;38,715278;-5,546667;278583;4288262;ETRS89;;01/08/2003;30/09/2022
4325Y;CASTUERA;BADAJOZ;CASTUERA;459;38,741944;-5,529167;280186;4291179;ETRS89;;01/01/2021;
4339X;CAÑAMERO, EL PINAR;CACERES;CAÑAMERO;590;39,314167;-5,368889;295772;4354318;ETRS89;;01/03/2008;
4340;NAVALVILLAR DE PELA;BADAJOZ;NAVALVILLAR DE PELA;313;39,103333;-5,461389;287161;4331129;ETRS89;;01/01/1947;
4347X;ZORITA;CACERES;ZORITA;413;39,282778;-5,710278;266232;4351661;ETRS89;;01/03/2008;
4358X;DON BENITO;BADAJOZ;DON BENITO;273;38,955556;-5,880556;250389;4315793;ETRS89;08333;01/03/1989;
4362X;RETAMAL DE LLERENA;BADAJOZ;RETAMAL DE LLERENA;474;38,576389;-5,845833;252089;4273612;ETRS89;;01/09/2022;
4386B;LLERENA;BADAJOZ;LLERENA;655;38,231667;-6,016944;235927;4235826;ETRS89;08336;01/06/2007;
4395X;VILLAFRANCA DE LOS BARROS;BADAJOZ;VILLAFRANCA DE LOS BARROS;430;38,551667;-6,306667;211836;4272214;ETRS89;;01/01/2008;
4410X;MÉRIDA;BADAJOZ;MÉRIDA;228;38,915833;-6,385556;206455;4312890;ETRS89;08331;01/06/1989;
4411C;ALCUESCAR;CACERES;ALCUÉSCAR;467;39,197778;-6,231111;220963;4343702;ETRS89;;01/12/2008;
4427X;ZAFRA;BADAJOZ;ZAFRA;433;38,425833;-6,436667;199982;4258662;ETRS89;;01/12/2002;
4436Y;ALMENDRALEJO;BADAJOZ;ALMENDRALEJO;371;38,688889;-6,361111;207648;4287619;ETRS89;;01/01/2008;
4452;BADAJOZ/TALAVERA LA REAL;BADAJOZ;BADAJOZ;185;38,883333;-6,813889;169155;4310751;ETRS89;08330;01/04/1954;
4464X;ALBURQUERQUE;BADAJOZ;ALBURQUERQUE;283;39,181944;-6,995278;154873;4344580;ETRS89;;01/03/2008;
4468X;PUEBLA DE OBANDO;BADAJOZ;PUEBLA DE OBANDO;392;39,176667;-6,600833;188933;4342564;ETRS89;;01/02/2003;
4478X;BADAJOZ UNIVERSIDAD;BADAJOZ;BADAJOZ;174;38,886111;-7,009444;152198;4311788;ETRS89;;01/02/2000;
4486X;OLIVENZA;BADAJOZ;OLIVENZA;275;38,697500;-7,084444;144753;4291136;ETRS89;;01/03/2008;
4489X;ALCONCHEL;BADAJOZ;ALCONCHEL;170;38,484722;-7,281944;126465;4268297;ETRS89;;01/03/2005;
4492F;EVC_BARCARROTA;BADAJOZ;BARCARROTA;377;38,472778;-6,923333;157704;4265573;ETRS89;;01/06/2016;
4497X;VILLANUEVA DEL FRESNO;BADAJOZ;VILLANUEVA DEL FRESNO;247;38,372222;-7,158056;136713;4255310;ETRS89;;01/02/2008;
4499X;MONESTERIO;BADAJOZ;MONESTERIO;771;38,081389;-6,271944;213012;4219905;ETRS89;;01/12/2004;
4501X;FUENTE DE CANTOS;BADAJOZ;FUENTE DE CANTOS;602;38,208889;-6,311389;210057;4234180;ETRS89;;01/01/2008;
4511C;JEREZ DE LOS CABALLEROS;BADAJOZ;JEREZ DE LOS CABALLEROS;381;38,298611;-6,765000;170732;4245660;ETRS89;08337;01/07/2007;
4520X;FREGENAL DE LA SIERRA;BADAJOZ;FREGENAL DE LA SIERRA;586;38,178333;-6,661667;179243;4231945;ETRS89;;01/01/2008;
4527X;AROCHE , MASERA ;HUELVA;AROCHE;267;37,980278;-6,975833;150770;4211093;ETRS89;;01/03/2004;
4549Y;AYAMONTE, ISLA CANELA;HUELVA;AYAMONTE;3;37,194722;-7,395000;109846;4125534;ETRS89;08381;01/03/2003;
4554X;CARTAYA , PEMARES;HUELVA;CARTAYA;15;37,218333;-7,083611;137615;4126915;ETRS89;;01/02/2008;
4560Y;ALAJAR, CABEZO MOLINO;HUELVA;ALÁJAR;572;37,868611;-6,675000;176715;4197609;ETRS89;08380;01/06/2009;
4589X;ALOSNO, THARSIS-MINAS;HUELVA;ALOSNO;276;37,597778;-7,119444;136276;4169178;ETRS89;;01/02/2008;
4608X;EL CAMPILLO, EL ZUMAJO;HUELVA;EL CAMPILLO;415;37,677222;-6,630000;179849;4176209;ETRS89;;01/02/2008;
4622X;VILLARRASA 'PLANTA DE RECICLAJE';HUELVA;VILLARRASA;145;37,450833;-6,636667;178287;4151102;ETRS89;;01/02/2009;
4642E;HUELVA, RONDA ESTE;HUELVA;HUELVA;18;37,278333;-6,911667;153156;4132930;ETRS89;08383;01/06/1984;
